O PINAKAS MNA META THN PARAGONTOPOIHSH

1.666667	-1.000000	0.000000	0.000000	-0.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-1.000000	1.686667	0.000000	0.000000	-0.020000	-0.666667	0.000000	0.000000	0.000000	-1.000000	0.000000	0.000000	
0.000000	0.000000	10.000000	-10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	
0.000000	0.000000	-10.000000	10.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-0.666667	-0.020000	0.000000	0.000000	10.686667	-10.000000	0.000000	0.000000	1.000000	0.000000	0.000000	-1.000000	
0.000000	-0.666667	0.000000	0.000000	-10.000000	10.666667	0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.000000	-6.000000	0.000000	0.000000	1.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-6.000000	6.001000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-6.000000	0.000000	0.000000	0.000000	
0.000000	-1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	1.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	



DIANYSMA x 

1.126290	1.046290	1.246290	1.233851	1.246290	1.233674	3.233674	3.233302	-0.125618	-0.208923	-0.002233	0.084538	
